Channels,Time Slot,Week Days,All Individuals,Dettol TG,18-45_Male_Female,Males ,Females,RPM,CPRP,Timeband
HUM TV,17:30 - 18:00,Thursday,0.81,1.2,0.88,0.64,0.99,"29,500","12,292",Pre-Prime
HUM TV,17:30 - 18:00,Friday,0.77,1.01,0.81,0.6,0.95,"29,500","14,604",Pre-Prime
HUM TV,17:30 - 18:00,Saturday,1.03,1.63,1.17,0.85,1.23,"29,500","9,049",Pre-Prime
HUM TV,18:00 - 18:30,Sunday,0.81,1.21,0.87,0.6,1.02,"42,500","17,562",Pre-Prime
HUM TV,18:00 - 18:30,Monday,0.87,1.29,0.94,0.61,1.14,"42,500","16,473",Pre-Prime
HUM TV,18:00 - 18:30,Tuesday,0.85,1.3,0.94,0.59,1.11,"42,500","16,346",Pre-Prime
HUM TV,18:00 - 18:30,Wednesday,0.95,1.25,1.03,0.72,1.18,"42,500","17,000",Pre-Prime
HUM TV,18:00 - 18:30,Thursday,0.67,1.17,0.71,0.47,0.87,"42,500","18,162",Pre-Prime
HUM TV,18:00 - 18:30,Friday,0.87,1.32,0.98,0.6,1.16,"42,500","16,098",Pre-Prime
HUM TV,18:00 - 18:30,Saturday,1.02,1.63,1.16,0.77,1.28,"42,500","13,037",Pre-Prime
HUM TV,18:30 - 19:00,Sunday,0.99,1.39,1.02,0.76,1.23,"42,500","15,288",Pre-Prime
HUM TV,18:30 - 19:00,Monday,1.13,1.44,1.21,0.85,1.41,"42,500","14,757",Pre-Prime
HUM TV,18:30 - 19:00,Tuesday,1,1.57,1.09,0.74,1.28,"42,500","13,535",Pre-Prime
HUM TV,18:30 - 19:00,Wednesday,1.11,1.74,1.16,0.78,1.45,"42,500","12,213",Pre-Prime
HUM TV,18:30 - 19:00,Thursday,0.99,1.59,1.05,0.79,1.2,"42,500","13,365",Pre-Prime
HUM TV,18:30 - 19:00,Friday,1.46,2.13,1.63,1.01,1.92,"42,500","9,977",Pre-Prime
HUM TV,18:30 - 19:00,Saturday,1.46,1.86,1.59,1.18,1.76,"42,500","11,425",Pre-Prime
HUM TV,19:00 - 19:30,Sunday,1.45,2.05,1.5,1.12,1.79,"92,500","22,561",Prime Time
HUM TV,19:00 - 19:30,Monday,1.63,2.36,1.74,1.27,2,"92,500","19,597",Prime Time
HUM TV,19:00 - 19:30,Tuesday,1.63,2.46,1.74,1.24,2.04,"92,500","18,801",Prime Time
HUM TV,19:00 - 19:30,Wednesday,1.59,2.35,1.65,1.13,2.08,"92,500","19,681",Prime Time
HUM TV,19:00 - 19:30,Thursday,1.7,2.43,1.77,1.38,2.04,"92,500","19,033",Prime Time
HUM TV,19:00 - 19:30,Friday,1.88,2.59,2,1.36,2.42,"92,500","17,857",Prime Time
HUM TV,19:00 - 19:30,Saturday,2.1,2.82,2.19,1.62,2.59,"92,500","16,401",Prime Time
HUM TV,19:30 - 20:00,Sunday,1.98,2.71,2.03,1.5,2.47,"92,500","17,066",Prime Time
HUM TV,19:30 - 20:00,Monday,2.19,3.24,2.37,1.64,2.77,"92,500","14,275",Prime Time
HUM TV,19:30 - 20:00,Tuesday,2.07,3.04,2.3,1.62,2.53,"92,500","15,214",Prime Time
HUM TV,19:30 - 20:00,Wednesday,2.19,3.11,2.3,1.63,2.78,"92,500","14,871",Prime Time
HUM TV,19:30 - 20:00,Thursday,1.93,2.49,2.02,1.6,2.28,"92,500","18,574",Prime Time
HUM TV,19:30 - 20:00,Friday,2.86,4.02,2.97,2.17,3.59,"92,500","11,505",Prime Time
HUM TV,19:30 - 20:00,Saturday,3.22,4.59,3.34,2.44,4.04,"92,500","10,076",Prime Time
HUM TV,20:00 - 20:30,Sunday,4.3,6.84,4.56,3.18,5.47,"272,500","19,920",Prime Time
HUM TV,20:00 - 20:30,Monday,2.99,4.41,3.14,2.24,3.77,"272,500","30,896",Prime Time
HUM TV,20:00 - 20:30,Tuesday,3.88,5.84,4.08,2.87,4.93,"272,500","23,330",Prime Time
HUM TV,20:00 - 20:30,Wednesday,3.52,5.25,3.72,2.65,4.42,"272,500","25,952",Prime Time
HUM TV,20:00 - 20:30,Thursday,2.87,4.5,2.96,2.31,3.46,"272,500","30,278",Prime Time
HUM TV,20:00 - 20:30,Friday,3.8,5.62,3.9,2.74,4.9,"272,500","24,244",Prime Time
HUM TV,20:00 - 20:30,Saturday,4.6,6.8,4.63,3.47,5.78,"272,500","20,037",Prime Time
HUM TV,20:30 - 21:00,Sunday,4.63,7.82,4.93,3.46,5.86,"272,500","17,423",Prime Time
HUM TV,20:30 - 21:00,Monday,3.03,4.32,3.12,2.33,3.77,"272,500","31,539",Prime Time
HUM TV,20:30 - 21:00,Tuesday,4.39,6.6,4.55,3.32,5.51,"272,500","20,644",Prime Time
HUM TV,20:30 - 21:00,Wednesday,4.27,6.18,4.47,3.25,5.32,"272,500","22,047",Prime Time
HUM TV,20:30 - 21:00,Thursday,3.14,5.17,3.32,2.52,3.79,"272,500","26,354",Prime Time
HUM TV,20:30 - 21:00,Friday,4.18,6.57,4.3,3.04,5.37,"272,500","20,738",Prime Time
HUM TV,20:30 - 21:00,Saturday,3.56,4.65,3.62,2.9,4.25,"272,500","29,301",Prime Time
HUM TV,21:00 - 21:30,Sunday,3.29,5.58,3.47,2.47,4.14,"152,500","13,665",Prime Time
HUM TV,21:00 - 21:30,Monday,2.15,3.26,2.28,1.58,2.75,"152,500","23,390",Prime Time
HUM TV,21:00 - 21:30,Tuesday,2.71,4.14,2.91,2.02,3.44,"152,500","18,418",Prime Time
HUM TV,21:00 - 21:30,Wednesday,2.55,4.03,2.74,1.91,3.22,"152,500","18,921",Prime Time
HUM TV,21:00 - 21:30,Thursday,2.35,3.64,2.49,1.9,2.83,"152,500","20,948",Prime Time
HUM TV,21:00 - 21:30,Friday,2.25,3.78,2.35,1.61,2.9,"152,500","20,172",Prime Time
HUM TV,21:00 - 21:30,Saturday,2.77,3.54,2.83,2.23,3.34,"152,500","21,540",Prime Time
HUM TV,21:30 - 22:00,Sunday,3.18,5.05,3.37,2.36,4.02,"152,500","15,099",Prime Time
HUM TV,21:30 - 22:00,Monday,2.23,3.2,2.36,1.65,2.82,"152,500","23,828",Prime Time
HUM TV,21:30 - 22:00,Tuesday,2.33,3.43,2.46,1.73,2.96,"152,500","22,230",Prime Time
HUM TV,21:30 - 22:00,Wednesday,2.53,4.28,2.75,1.92,3.17,"152,500","17,815",Prime Time
HUM TV,21:30 - 22:00,Thursday,2.4,3.55,2.55,1.95,2.87,"152,500","21,479",Prime Time
HUM TV,21:30 - 22:00,Friday,2,3.34,2.05,1.41,2.62,"152,500","22,829",Prime Time
HUM TV,21:30 - 22:00,Saturday,2.24,2.74,2.3,1.8,2.71,"152,500","27,828",Prime Time
HUM TV,22:00 - 22:30,Sunday,2.01,2.85,2.12,1.5,2.55,"67,000","11,754",Post Prime
HUM TV,22:00 - 22:30,Monday,1.65,2.58,1.79,1.13,2.18,"67,000","12,984",Post Prime
HUM TV,22:00 - 22:30,Tuesday,1.56,2.51,1.69,1.13,2.02,"67,000","13,347",Post Prime
HUM TV,22:00 - 22:30,Wednesday,1.83,3.02,1.93,1.32,2.36,"67,000","11,093",Post Prime
HUM TV,22:00 - 22:30,Thursday,1.84,2.69,1.98,1.48,2.21,"67,000","12,454",Post Prime
HUM TV,22:00 - 22:30,Friday,1.46,2.29,1.52,1.03,1.9,"67,000","14,629",Post Prime
HUM TV,22:00 - 22:30,Saturday,1.75,2.61,1.79,1.33,2.18,"67,000","12,835",Post Prime
HUM TV,22:30 - 23:00,Sunday,1.53,2.31,1.65,1.14,1.93,"67,000","14,502",Post Prime
HUM TV,22:30 - 23:00,Monday,1.27,1.85,1.36,0.96,1.59,"67,000","18,108",Post Prime
HUM TV,22:30 - 23:00,Tuesday,1.41,2.4,1.49,1.01,1.82,"67,000","13,958",Post Prime
HUM TV,22:30 - 23:00,Wednesday,1.4,2.45,1.5,1,1.82,"67,000","13,673",Post Prime
HUM TV,22:30 - 23:00,Thursday,1.29,1.95,1.4,1.03,1.56,"67,000","17,179",Post Prime
HUM TV,22:30 - 23:00,Friday,1.05,1.66,1.07,0.75,1.36,"67,000","20,181",Post Prime
HUM TV,22:30 - 23:00,Saturday,1.42,2.1,1.47,1.08,1.79,"67,000","15,952",Post Prime
HUM TV,23:00 - 23:30,Sunday,0.99,1.54,1.08,0.7,1.28,"47,000","15,260",Post Prime
HUM TV,23:00 - 23:30,Monday,0.8,1.09,0.83,0.59,1.01,"47,000","21,560",Post Prime
HUM TV,23:00 - 23:30,Tuesday,1.06,1.49,1.13,0.84,1.29,"47,000","15,772",Post Prime
HUM TV,23:00 - 23:30,Wednesday,1.05,1.59,1.12,0.75,1.36,"47,000","14,780",Post Prime
HUM TV,23:00 - 23:30,Thursday,0.91,1.35,0.98,0.69,1.14,"47,000","17,407",Post Prime
HUM TV,23:00 - 23:30,Friday,0.74,1.13,0.75,0.51,0.98,"47,000","20,796",Post Prime
HUM TV,23:00 - 23:30,Saturday,1.11,1.68,1.16,0.85,1.38,"47,000","13,988",Post Prime
HUM TV,23:30 - 24:00,Sunday,0.59,0.71,0.63,0.47,0.71,"47,000","33,099",Post Prime
HUM TV,23:30 - 24:00,Monday,0.6,0.9,0.64,0.44,0.77,"47,000","26,111",Post Prime
HUM TV,23:30 - 24:00,Tuesday,0.71,1.05,0.78,0.57,0.85,"47,000","22,381",Post Prime
HUM TV,23:30 - 24:00,Wednesday,0.63,1.1,0.69,0.44,0.83,"47,000","21,364",Post Prime
HUM TV,23:30 - 24:00,Thursday,0.56,0.79,0.6,0.4,0.73,"47,000","29,747",Post Prime
HUM TV,23:30 - 24:00,Friday,0.64,1.01,0.63,0.42,0.87,"47,000","23,267",Post Prime
HUM TV,23:30 - 24:00,Saturday,0.73,0.95,0.79,0.59,0.88,"47,000","24,737",Post Prime
GEO ENTERTAINMENT,00:00 - 00:30,Sunday,0.51,0.71,0.51,0.42,0.6,"20,000","14,085",Post Prime
GEO ENTERTAINMENT,00:00 - 00:30,Monday,0.52,0.7,0.53,0.44,0.61,"20,000","14,286",Post Prime
GEO ENTERTAINMENT,00:00 - 00:30,Tuesday,0.57,0.8,0.59,0.51,0.62,"20,000","12,500",Post Prime
GEO ENTERTAINMENT,00:00 - 00:30,Wednesday,0.47,0.81,0.48,0.38,0.56,"20,000","12,346",Post Prime
GEO ENTERTAINMENT,00:00 - 00:30,Thursday,0.53,0.45,0.55,0.52,0.55,"20,000","22,222",Post Prime
GEO ENTERTAINMENT,00:00 - 00:30,Friday,0.62,0.78,0.66,0.56,0.68,"20,000","12,821",Post Prime
GEO ENTERTAINMENT,00:00 - 00:30,Saturday,0.37,0.5,0.38,0.4,0.34,"20,000","20,000",Post Prime
GEO ENTERTAINMENT,00:30 - 01:00,Sunday,0.34,0.5,0.34,0.28,0.41,"20,000","20,000",Post Prime
GEO ENTERTAINMENT,00:30 - 01:00,Monday,0.28,0.36,0.29,0.24,0.31,"20,000","27,778",Post Prime
GEO ENTERTAINMENT,00:30 - 01:00,Tuesday,0.34,0.47,0.34,0.31,0.37,"20,000","21,277",Post Prime
GEO ENTERTAINMENT,00:30 - 01:00,Wednesday,0.23,0.36,0.23,0.18,0.28,"20,000","27,778",Post Prime
GEO ENTERTAINMENT,00:30 - 01:00,Thursday,0.3,0.22,0.31,0.29,0.31,"20,000","45,455",Post Prime
GEO ENTERTAINMENT,00:30 - 01:00,Friday,0.37,0.51,0.39,0.34,0.41,"20,000","19,608",Post Prime
GEO ENTERTAINMENT,00:30 - 01:00,Saturday,0.23,0.35,0.25,0.23,0.24,"20,000","28,571",Post Prime
GEO ENTERTAINMENT,01:00 - 01:30,Sunday,0.24,0.3,0.22,0.21,0.26,"12,500","20,833",Late Night
GEO ENTERTAINMENT,01:00 - 01:30,Monday,0.21,0.16,0.21,0.19,0.24,"12,500","39,063",Late Night
GEO ENTERTAINMENT,01:00 - 01:30,Tuesday,0.22,0.28,0.22,0.18,0.26,"12,500","22,321",Late Night
GEO ENTERTAINMENT,01:00 - 01:30,Wednesday,0.19,0.3,0.18,0.17,0.21,"12,500","20,833",Late Night
GEO ENTERTAINMENT,01:00 - 01:30,Thursday,0.18,0.15,0.19,0.16,0.2,"12,500","41,667",Late Night
GEO ENTERTAINMENT,01:00 - 01:30,Friday,0.26,0.29,0.27,0.22,0.3,"12,500","21,552",Late Night
GEO ENTERTAINMENT,01:00 - 01:30,Saturday,0.2,0.44,0.22,0.15,0.25,"12,500","14,205",Late Night
GEO ENTERTAINMENT,01:30 - 02:00,Sunday,0.13,0.18,0.12,0.12,0.14,"12,500","34,722",Late Night
GEO ENTERTAINMENT,01:30 - 02:00,Monday,0.18,0.17,0.18,0.15,0.22,"12,500","36,765",Late Night
GEO ENTERTAINMENT,01:30 - 02:00,Tuesday,0.16,0.13,0.16,0.13,0.18,"12,500","48,077",Late Night
GEO ENTERTAINMENT,01:30 - 02:00,Wednesday,0.18,0.29,0.18,0.16,0.21,"12,500","21,552",Late Night
GEO ENTERTAINMENT,01:30 - 02:00,Thursday,0.17,0.22,0.19,0.13,0.22,"12,500","28,409",Late Night
GEO ENTERTAINMENT,01:30 - 02:00,Friday,0.16,0.13,0.16,0.14,0.18,"12,500","48,077",Late Night
GEO ENTERTAINMENT,01:30 - 02:00,Saturday,0.15,0.19,0.15,0.13,0.18,"12,500","32,895",Late Night
GEO ENTERTAINMENT,02:00 - 02:30,Sunday,0.12,0.16,0.12,0.11,0.13,"5,500","17,188",Late Night
GEO ENTERTAINMENT,02:00 - 02:30,Monday,0.22,0.23,0.2,0.18,0.26,"5,500","11,957",Late Night
GEO ENTERTAINMENT,02:00 - 02:30,Tuesday,0.17,0.16,0.16,0.15,0.19,"5,500","17,188",Late Night
GEO ENTERTAINMENT,02:00 - 02:30,Wednesday,0.18,0.21,0.17,0.16,0.2,"5,500","13,095",Late Night
GEO ENTERTAINMENT,02:00 - 02:30,Thursday,0.15,0.13,0.13,0.1,0.2,"5,500","21,154",Late Night
GEO ENTERTAINMENT,02:00 - 02:30,Friday,0.13,0.12,0.13,0.12,0.13,"5,500","22,917",Late Night
GEO ENTERTAINMENT,02:00 - 02:30,Saturday,0.17,0.19,0.16,0.15,0.19,"5,500","14,474",Late Night
GEO ENTERTAINMENT,02:30 - 03:00,Sunday,0.09,0.1,0.09,0.09,0.09,"5,500","27,500",Late Night
GEO ENTERTAINMENT,02:30 - 03:00,Monday,0.18,0.2,0.15,0.15,0.21,"5,500","13,750",Late Night
GEO ENTERTAINMENT,02:30 - 03:00,Tuesday,0.13,0.16,0.12,0.12,0.15,"5,500","17,188",Late Night
GEO ENTERTAINMENT,02:30 - 03:00,Wednesday,0.16,0.19,0.15,0.14,0.18,"5,500","14,474",Late Night
GEO ENTERTAINMENT,02:30 - 03:00,Thursday,0.16,0.13,0.13,0.11,0.22,"5,500","21,154",Late Night
GEO ENTERTAINMENT,02:30 - 03:00,Friday,0.1,0.1,0.09,0.1,0.1,"5,500","27,500",Late Night
GEO ENTERTAINMENT,02:30 - 03:00,Saturday,0.13,0.16,0.13,0.11,0.16,"5,500","17,188",Late Night
GEO ENTERTAINMENT,03:00 - 03:30,Sunday,0.07,0.06,0.07,0.07,0.07,"2,750","22,917",Late Night
GEO ENTERTAINMENT,03:00 - 03:30,Monday,0.08,0.13,0.08,0.07,0.09,"2,750","10,577",Late Night
GEO ENTERTAINMENT,03:00 - 03:30,Tuesday,0.08,0.17,0.08,0.07,0.1,"2,750","8,088",Late Night
GEO ENTERTAINMENT,03:00 - 03:30,Wednesday,0.09,0.13,0.09,0.07,0.11,"2,750","10,577",Late Night
GEO ENTERTAINMENT,03:00 - 03:30,Thursday,0.08,0.11,0.07,0.05,0.11,"2,750","12,500",Late Night
GEO ENTERTAINMENT,03:00 - 03:30,Friday,0.05,0.06,0.06,0.04,0.07,"2,750","22,917",Late Night
GEO ENTERTAINMENT,03:00 - 03:30,Saturday,0.09,0.19,0.07,0.06,0.12,"2,750","7,237",Late Night
GEO ENTERTAINMENT,03:30 - 04:00,Sunday,0.04,0.05,0.05,0.04,0.04,"2,750","27,500",Late Night
GEO ENTERTAINMENT,03:30 - 04:00,Monday,0.05,0.07,0.05,0.04,0.05,"2,750","19,643",Late Night
GEO ENTERTAINMENT,03:30 - 04:00,Tuesday,0.05,0.11,0.04,0.04,0.06,"2,750","12,500",Late Night
GEO ENTERTAINMENT,03:30 - 04:00,Wednesday,0.08,0.1,0.09,0.09,0.08,"2,750","13,750",Late Night
GEO ENTERTAINMENT,03:30 - 04:00,Thursday,0.05,0.1,0.05,0.03,0.07,"2,750","13,750",Late Night
GEO ENTERTAINMENT,03:30 - 04:00,Friday,0.05,0.04,0.05,0.03,0.06,"2,750","34,375",Late Night
GEO ENTERTAINMENT,03:30 - 04:00,Saturday,0.05,0.09,0.04,0.03,0.07,"2,750","15,278",Late Night
GEO ENTERTAINMENT,04:00 - 04:30,Sunday,0.05,0.06,0.06,0.05,0.05,"2,750","22,917",Late Night
GEO ENTERTAINMENT,04:00 - 04:30,Monday,0.05,0.13,0.05,0.04,0.06,"2,750","10,577",Late Night
GEO ENTERTAINMENT,04:00 - 04:30,Tuesday,0.02,0.01,0.02,0.03,0.02,"2,750","137,500",Late Night
GEO ENTERTAINMENT,04:00 - 04:30,Wednesday,0.07,0.05,0.07,0.08,0.06,"2,750","27,500",Late Night
GEO ENTERTAINMENT,04:00 - 04:30,Thursday,0.03,0.09,0.04,0.03,0.03,"2,750","15,278",Late Night
GEO ENTERTAINMENT,04:00 - 04:30,Friday,0.04,0.02,0.04,0.03,0.05,"2,750","68,750",Late Night
GEO ENTERTAINMENT,04:00 - 04:30,Saturday,0.03,0.05,0.02,0.02,0.04,"2,750","27,500",Late Night
GEO ENTERTAINMENT,04:30 - 05:00,Sunday,0.04,0.05,0.04,0.04,0.04,"2,750","27,500",Late Night
GEO ENTERTAINMENT,04:30 - 05:00,Monday,0.04,0.13,0.04,0.02,0.06,"2,750","10,577",Late Night
GEO ENTERTAINMENT,04:30 - 05:00,Tuesday,0.02,0.01,0.02,0.03,0.02,"2,750","137,500",Late Night
GEO ENTERTAINMENT,04:30 - 05:00,Wednesday,0.03,0.04,0.03,0.04,0.03,"2,750","34,375",Late Night
GEO ENTERTAINMENT,04:30 - 05:00,Thursday,0.02,0.07,0.02,0.02,0.02,"2,750","19,643",Late Night
GEO ENTERTAINMENT,04:30 - 05:00,Friday,0.02,0,0.02,0.01,0.03,"2,750",0,Late Night
GEO ENTERTAINMENT,04:30 - 05:00,Saturday,0.01,0.02,0.01,0.01,0.02,"2,750","68,750",Late Night
GEO ENTERTAINMENT,05:00 - 05:30,Sunday,0.03,0.05,0.03,0.03,0.03,"2,750","27,500",Late Night
GEO ENTERTAINMENT,05:00 - 05:30,Monday,0.02,0.06,0.02,0.01,0.04,"2,750","22,917",Late Night
GEO ENTERTAINMENT,05:00 - 05:30,Tuesday,0.04,0.06,0.03,0.03,0.05,"2,750","22,917",Late Night
GEO ENTERTAINMENT,05:00 - 05:30,Wednesday,0.02,0.05,0.02,0.02,0.02,"2,750","27,500",Late Night
GEO ENTERTAINMENT,05:00 - 05:30,Thursday,0.01,0,0.01,0.02,0.01,"2,750",0,Late Night
GEO ENTERTAINMENT,05:00 - 05:30,Friday,0.03,0,0.03,0.02,0.04,"2,750",0,Late Night
GEO ENTERTAINMENT,05:00 - 05:30,Saturday,0.01,0.02,0.01,0.01,0.01,"2,750","68,750",Late Night
GEO ENTERTAINMENT,05:30 - 06:00,Sunday,0.03,0.05,0.03,0.02,0.03,"2,750","27,500",Late Night
GEO ENTERTAINMENT,05:30 - 06:00,Monday,0.02,0.04,0.01,0.01,0.03,"2,750","34,375",Late Night
GEO ENTERTAINMENT,05:30 - 06:00,Tuesday,0.03,0.05,0.03,0.02,0.03,"2,750","27,500",Late Night
GEO ENTERTAINMENT,05:30 - 06:00,Wednesday,0.05,0.09,0.05,0.05,0.05,"2,750","15,278",Late Night
GEO ENTERTAINMENT,05:30 - 06:00,Thursday,0.05,0,0.05,0.05,0.06,"2,750",0,Late Night
GEO ENTERTAINMENT,05:30 - 06:00,Friday,0.04,0.02,0.04,0.05,0.04,"2,750","68,750",Late Night
GEO ENTERTAINMENT,05:30 - 06:00,Saturday,0.02,0.04,0.01,0.02,0.02,"2,750","34,375",Late Night
GEO ENTERTAINMENT,06:00 - 06:30,Sunday,0.02,0.03,0.01,0.01,0.02,"2,750","45,833",Early Morning
GEO ENTERTAINMENT,06:00 - 06:30,Monday,0.05,0.07,0.04,0.04,0.06,"2,750","19,643",Early Morning
GEO ENTERTAINMENT,06:00 - 06:30,Tuesday,0.03,0.03,0.02,0.03,0.02,"2,750","45,833",Early Morning
GEO ENTERTAINMENT,06:00 - 06:30,Wednesday,0.07,0.13,0.08,0.07,0.07,"2,750","10,577",Early Morning
GEO ENTERTAINMENT,06:00 - 06:30,Thursday,0.05,0.02,0.06,0.05,0.06,"2,750","68,750",Early Morning
GEO ENTERTAINMENT,06:00 - 06:30,Friday,0.03,0.02,0.03,0.03,0.03,"2,750","68,750",Early Morning
GEO ENTERTAINMENT,06:00 - 06:30,Saturday,0.02,0.03,0.01,0.01,0.02,"2,750","45,833",Early Morning
GEO ENTERTAINMENT,06:30 - 07:00,Sunday,0.04,0.03,0.04,0.04,0.04,"2,750","45,833",Early Morning
GEO ENTERTAINMENT,06:30 - 07:00,Monday,0.11,0.19,0.1,0.08,0.14,"2,750","7,237",Early Morning
GEO ENTERTAINMENT,06:30 - 07:00,Tuesday,0.04,0.06,0.03,0.04,0.04,"2,750","22,917",Early Morning
GEO ENTERTAINMENT,06:30 - 07:00,Wednesday,0.08,0.15,0.08,0.07,0.09,"2,750","9,167",Early Morning
GEO ENTERTAINMENT,06:30 - 07:00,Thursday,0.08,0.16,0.1,0.06,0.1,"2,750","8,594",Early Morning
GEO ENTERTAINMENT,06:30 - 07:00,Friday,0.05,0.05,0.04,0.03,0.06,"2,750","27,500",Early Morning
GEO ENTERTAINMENT,06:30 - 07:00,Saturday,0.03,0.02,0.02,0.02,0.03,"2,750","68,750",Early Morning
GEO ENTERTAINMENT,07:00 - 07:30,Sunday,0.09,0.05,0.08,0.08,0.1,"2,750","27,500",Early Morning
GEO ENTERTAINMENT,07:00 - 07:30,Monday,0.12,0.24,0.11,0.1,0.15,"2,750","5,729",Early Morning
GEO ENTERTAINMENT,07:00 - 07:30,Tuesday,0.09,0.15,0.1,0.1,0.09,"2,750","9,167",Early Morning
GEO ENTERTAINMENT,07:00 - 07:30,Wednesday,0.11,0.19,0.11,0.09,0.13,"2,750","7,237",Early Morning
GEO ENTERTAINMENT,07:00 - 07:30,Thursday,0.11,0.21,0.13,0.08,0.14,"2,750","6,548",Early Morning
GEO ENTERTAINMENT,07:00 - 07:30,Friday,0.08,0.08,0.07,0.07,0.1,"2,750","17,188",Early Morning
GEO ENTERTAINMENT,07:00 - 07:30,Saturday,0.02,0.01,0.01,0.02,0.02,"2,750","137,500",Early Morning
GEO ENTERTAINMENT,07:30 - 08:00,Sunday,0.15,0.14,0.13,0.14,0.16,"2,750","9,821",Early Morning
GEO ENTERTAINMENT,07:30 - 08:00,Monday,0.17,0.3,0.16,0.15,0.19,"2,750","4,583",Early Morning
GEO ENTERTAINMENT,07:30 - 08:00,Tuesday,0.09,0.14,0.09,0.09,0.09,"2,750","9,821",Early Morning
GEO ENTERTAINMENT,07:30 - 08:00,Wednesday,0.21,0.43,0.22,0.19,0.24,"2,750","3,198",Early Morning
GEO ENTERTAINMENT,07:30 - 08:00,Thursday,0.19,0.27,0.21,0.17,0.22,"2,750","5,093",Early Morning
GEO ENTERTAINMENT,07:30 - 08:00,Friday,0.09,0.1,0.07,0.08,0.1,"2,750","13,750",Early Morning
GEO ENTERTAINMENT,07:30 - 08:00,Saturday,0.05,0.07,0.04,0.05,0.06,"2,750","19,643",Early Morning
GEO ENTERTAINMENT,08:00 - 08:30,Sunday,0.19,0.2,0.18,0.18,0.2,"12,000","30,000",Morning Time
GEO ENTERTAINMENT,08:00 - 08:30,Monday,0.22,0.37,0.22,0.18,0.27,"12,000","16,216",Morning Time
GEO ENTERTAINMENT,08:00 - 08:30,Tuesday,0.22,0.36,0.22,0.21,0.23,"12,000","16,667",Morning Time
GEO ENTERTAINMENT,08:00 - 08:30,Wednesday,0.39,0.68,0.39,0.33,0.45,"12,000","8,824",Morning Time
GEO ENTERTAINMENT,08:00 - 08:30,Thursday,0.3,0.32,0.31,0.28,0.31,"12,000","18,750",Morning Time
GEO ENTERTAINMENT,08:00 - 08:30,Friday,0.12,0.12,0.11,0.13,0.12,"12,000","50,000",Morning Time
GEO ENTERTAINMENT,08:00 - 08:30,Saturday,0.07,0.05,0.06,0.06,0.09,"12,000","120,000",Morning Time
GEO ENTERTAINMENT,08:30 - 09:00,Sunday,0.27,0.34,0.28,0.26,0.29,"12,000","17,647",Morning Time
GEO ENTERTAINMENT,08:30 - 09:00,Monday,0.32,0.36,0.31,0.28,0.35,"12,000","16,667",Morning Time
GEO ENTERTAINMENT,08:30 - 09:00,Tuesday,0.33,0.45,0.35,0.32,0.35,"12,000","13,333",Morning Time
GEO ENTERTAINMENT,08:30 - 09:00,Wednesday,0.5,0.72,0.52,0.43,0.58,"12,000","8,333",Morning Time
GEO ENTERTAINMENT,08:30 - 09:00,Thursday,0.35,0.42,0.34,0.33,0.36,"12,000","14,286",Morning Time
GEO ENTERTAINMENT,08:30 - 09:00,Friday,0.16,0.3,0.17,0.13,0.19,"12,000","20,000",Morning Time
GEO ENTERTAINMENT,08:30 - 09:00,Saturday,0.23,0.21,0.24,0.22,0.23,"12,000","28,571",Morning Time
GEO ENTERTAINMENT,09:00 - 09:30,Sunday,0.51,0.59,0.52,0.5,0.53,"25,000","21,186",Morning Time
GEO ENTERTAINMENT,09:00 - 09:30,Monday,0.48,0.52,0.49,0.43,0.54,"25,000","24,038",Morning Time
GEO ENTERTAINMENT,09:00 - 09:30,Tuesday,0.57,0.66,0.57,0.49,0.65,"25,000","18,939",Morning Time
GEO ENTERTAINMENT,09:00 - 09:30,Wednesday,0.6,0.86,0.59,0.48,0.73,"25,000","14,535",Morning Time
GEO ENTERTAINMENT,09:00 - 09:30,Thursday,0.58,0.99,0.58,0.48,0.68,"25,000","12,626",Morning Time
GEO ENTERTAINMENT,09:00 - 09:30,Friday,0.31,0.46,0.36,0.26,0.36,"25,000","27,174",Morning Time
GEO ENTERTAINMENT,09:00 - 09:30,Saturday,0.31,0.37,0.34,0.29,0.33,"25,000","33,784",Morning Time
GEO ENTERTAINMENT,09:30 - 10:00,Sunday,0.59,0.78,0.59,0.51,0.68,"25,000","16,026",Morning Time
GEO ENTERTAINMENT,09:30 - 10:00,Monday,0.55,0.72,0.56,0.5,0.6,"25,000","17,361",Morning Time
GEO ENTERTAINMENT,09:30 - 10:00,Tuesday,0.69,0.81,0.7,0.59,0.79,"25,000","15,432",Morning Time
GEO ENTERTAINMENT,09:30 - 10:00,Wednesday,0.68,1.13,0.7,0.55,0.81,"25,000","11,062",Morning Time
GEO ENTERTAINMENT,09:30 - 10:00,Thursday,0.71,1.19,0.71,0.59,0.84,"25,000","10,504",Morning Time
GEO ENTERTAINMENT,09:30 - 10:00,Friday,0.4,0.57,0.44,0.35,0.46,"25,000","21,930",Morning Time
GEO ENTERTAINMENT,09:30 - 10:00,Saturday,0.42,0.74,0.46,0.37,0.47,"25,000","16,892",Morning Time
GEO ENTERTAINMENT,10:00 - 10:30,Sunday,0.71,0.82,0.7,0.62,0.8,"25,000","15,244",Morning Time
GEO ENTERTAINMENT,10:00 - 10:30,Monday,0.8,1.09,0.85,0.71,0.89,"25,000","11,468",Morning Time
