Channels,Time Slot,Week Days,All Individuals,Dettol TG,18-45_Male_Female,Males ,Females,RPM,CPRP,Timeband
SAMAA,22:30 - 23:00,Tuesday,0.29,0.44,0.3,0.25,0.32,"37,400","42,500",Post Prime
SAMAA,22:30 - 23:00,Wednesday,0.35,0.53,0.37,0.29,0.42,"37,400","35,283",Post Prime
SAMAA,22:30 - 23:00,Thursday,0.22,0.34,0.23,0.21,0.23,"37,400","55,000",Post Prime
SAMAA,22:30 - 23:00,Friday,0.35,0.45,0.36,0.29,0.42,"37,400","41,556",Post Prime
SAMAA,22:30 - 23:00,Saturday,0.37,0.68,0.39,0.35,0.39,"37,400","27,500",Post Prime
SAMAA,23:00 - 23:30,Sunday,0.22,0.28,0.25,0.19,0.25,"37,400","66,786",Post Prime
SAMAA,23:00 - 23:30,Monday,0.3,0.25,0.36,0.3,0.29,"37,400","74,800",Post Prime
SAMAA,23:00 - 23:30,Tuesday,0.31,0.38,0.35,0.26,0.35,"37,400","49,211",Post Prime
SAMAA,23:00 - 23:30,Wednesday,0.3,0.24,0.34,0.28,0.32,"37,400","77,917",Post Prime
SAMAA,23:00 - 23:30,Thursday,0.28,0.28,0.31,0.28,0.29,"37,400","66,786",Post Prime
SAMAA,23:00 - 23:30,Friday,0.24,0.23,0.28,0.26,0.22,"37,400","81,304",Post Prime
SAMAA,23:00 - 23:30,Saturday,0.26,0.38,0.28,0.28,0.24,"37,400","49,211",Post Prime
SAMAA,23:30 - 24:00,Sunday,0.22,0.33,0.26,0.18,0.26,"37,400","56,667",Post Prime
SAMAA,23:30 - 24:00,Monday,0.22,0.17,0.26,0.22,0.21,"37,400","110,000",Post Prime
SAMAA,23:30 - 24:00,Tuesday,0.2,0.25,0.24,0.18,0.23,"37,400","74,800",Post Prime
SAMAA,23:30 - 24:00,Wednesday,0.25,0.16,0.3,0.24,0.26,"37,400","116,875",Post Prime
SAMAA,23:30 - 24:00,Thursday,0.3,0.34,0.37,0.31,0.29,"37,400","55,000",Post Prime
SAMAA,23:30 - 24:00,Friday,0.23,0.18,0.28,0.27,0.19,"37,400","103,889",Post Prime
SAMAA,23:30 - 24:00,Saturday,0.23,0.31,0.28,0.26,0.19,"37,400","60,323",Post Prime
DUNYA NEWS,00:00 - 00:30,Sunday,0.14,0.22,0.15,0.11,0.16,"9,350","21,250",Post Prime
DUNYA NEWS,00:00 - 00:30,Monday,0.19,0.34,0.19,0.16,0.23,"9,350","13,750",Post Prime
DUNYA NEWS,00:00 - 00:30,Tuesday,0.16,0.25,0.16,0.16,0.16,"9,350","18,700",Post Prime
DUNYA NEWS,00:00 - 00:30,Wednesday,0.17,0.24,0.15,0.16,0.19,"9,350","19,479",Post Prime
DUNYA NEWS,00:00 - 00:30,Thursday,0.22,0.36,0.24,0.19,0.26,"9,350","12,986",Post Prime
DUNYA NEWS,00:00 - 00:30,Friday,0.16,0.33,0.18,0.15,0.18,"9,350","14,167",Post Prime
DUNYA NEWS,00:00 - 00:30,Saturday,0.11,0.23,0.14,0.09,0.14,"9,350","20,326",Post Prime
DUNYA NEWS,00:30 - 01:00,Sunday,0.1,0.16,0.1,0.07,0.13,"9,350","29,219",Post Prime
DUNYA NEWS,00:30 - 01:00,Monday,0.07,0.13,0.08,0.07,0.08,"9,350","35,962",Post Prime
DUNYA NEWS,00:30 - 01:00,Tuesday,0.07,0.07,0.07,0.06,0.07,"9,350","66,786",Post Prime
DUNYA NEWS,00:30 - 01:00,Wednesday,0.07,0.08,0.06,0.07,0.08,"9,350","58,438",Post Prime
DUNYA NEWS,00:30 - 01:00,Thursday,0.13,0.23,0.14,0.09,0.16,"9,350","20,326",Post Prime
DUNYA NEWS,00:30 - 01:00,Friday,0.06,0.11,0.08,0.06,0.06,"9,350","42,500",Post Prime
DUNYA NEWS,00:30 - 01:00,Saturday,0.06,0.19,0.07,0.04,0.08,"9,350","24,605",Post Prime
DUNYA NEWS,01:00 - 01:30,Sunday,0.08,0.1,0.07,0.05,0.1,"2,550","12,750",Late Night
DUNYA NEWS,01:00 - 01:30,Monday,0.05,0.07,0.06,0.06,0.04,"2,550","18,214",Late Night
DUNYA NEWS,01:00 - 01:30,Tuesday,0.07,0.07,0.07,0.06,0.07,"2,550","18,214",Late Night
DUNYA NEWS,01:00 - 01:30,Wednesday,0.03,0.05,0.03,0.03,0.03,"2,550","25,500",Late Night
DUNYA NEWS,01:00 - 01:30,Thursday,0.1,0.22,0.11,0.07,0.13,"2,550","5,795",Late Night
DUNYA NEWS,01:00 - 01:30,Friday,0.03,0.02,0.03,0.04,0.01,"2,550","63,750",Late Night
DUNYA NEWS,01:00 - 01:30,Saturday,0.03,0.04,0.03,0.02,0.03,"2,550","31,875",Late Night
DUNYA NEWS,01:30 - 02:00,Sunday,0.04,0.08,0.04,0.03,0.05,"2,550","15,938",Late Night
DUNYA NEWS,01:30 - 02:00,Monday,0.01,0.02,0.02,0.01,0.01,"2,550","63,750",Late Night
DUNYA NEWS,01:30 - 02:00,Tuesday,0.06,0.09,0.05,0.06,0.06,"2,550","14,167",Late Night
DUNYA NEWS,01:30 - 02:00,Wednesday,0.02,0.05,0.02,0.01,0.02,"2,550","25,500",Late Night
DUNYA NEWS,01:30 - 02:00,Thursday,0.08,0.12,0.08,0.07,0.08,"2,550","10,625",Late Night
DUNYA NEWS,01:30 - 02:00,Friday,0.02,0.02,0.02,0.03,0.01,"2,550","63,750",Late Night
DUNYA NEWS,01:30 - 02:00,Saturday,0.01,0.02,0.01,0.01,0.01,"2,550","63,750",Late Night
DUNYA NEWS,02:00 - 02:30,Sunday,0.03,0.06,0.04,0.02,0.04,"2,550","21,250",Late Night
DUNYA NEWS,02:00 - 02:30,Monday,0,0,0,0,0,"2,550",0,Late Night
DUNYA NEWS,02:00 - 02:30,Tuesday,0.04,0.04,0.03,0.04,0.04,"2,550","31,875",Late Night
DUNYA NEWS,02:00 - 02:30,Wednesday,0.01,0,0.01,0.01,0.01,"2,550",0,Late Night
DUNYA NEWS,02:00 - 02:30,Thursday,0.03,0.03,0.03,0.03,0.03,"2,550","42,500",Late Night
DUNYA NEWS,02:00 - 02:30,Friday,0,0,0,0,0,"2,550",0,Late Night
DUNYA NEWS,02:00 - 02:30,Saturday,0.02,0.02,0.02,0.02,0.02,"2,550","63,750",Late Night
DUNYA NEWS,02:30 - 03:00,Sunday,0.03,0.1,0.03,0.02,0.04,"2,550","12,750",Late Night
DUNYA NEWS,02:30 - 03:00,Monday,0,0,0,0,0,"2,550",0,Late Night
DUNYA NEWS,02:30 - 03:00,Tuesday,0.03,0.05,0.02,0.02,0.03,"2,550","25,500",Late Night
DUNYA NEWS,02:30 - 03:00,Wednesday,0.02,0.06,0.02,0.01,0.03,"2,550","21,250",Late Night
DUNYA NEWS,02:30 - 03:00,Thursday,0.03,0,0.03,0.03,0.03,"2,550",0,Late Night
DUNYA NEWS,02:30 - 03:00,Friday,0,0,0,0,0,"2,550",0,Late Night
DUNYA NEWS,02:30 - 03:00,Saturday,0.01,0.03,0.01,0.01,0.02,"2,550","42,500",Late Night
DUNYA NEWS,03:00 - 03:30,Sunday,0.01,0.01,0.02,0.02,0.01,"2,550","127,500",Late Night
DUNYA NEWS,03:00 - 03:30,Monday,0.01,0.02,0.01,0.01,0.01,"2,550","63,750",Late Night
DUNYA NEWS,03:00 - 03:30,Tuesday,0.02,0.05,0.02,0.01,0.02,"2,550","25,500",Late Night
DUNYA NEWS,03:00 - 03:30,Wednesday,0.02,0.04,0.02,0.01,0.02,"2,550","31,875",Late Night
DUNYA NEWS,03:00 - 03:30,Thursday,0.07,0.13,0.09,0.09,0.06,"2,550","9,808",Late Night
DUNYA NEWS,03:00 - 03:30,Friday,0,0,0,0,0,"2,550",0,Late Night
DUNYA NEWS,03:00 - 03:30,Saturday,0.01,0.02,0.01,0.01,0.02,"2,550","63,750",Late Night
DUNYA NEWS,03:30 - 04:00,Sunday,0.01,0.01,0.01,0.02,0.01,"2,550","127,500",Late Night
DUNYA NEWS,03:30 - 04:00,Monday,0.01,0.02,0.01,0,0.01,"2,550","63,750",Late Night
DUNYA NEWS,03:30 - 04:00,Tuesday,0.02,0.08,0.02,0.01,0.03,"2,550","15,938",Late Night
DUNYA NEWS,03:30 - 04:00,Wednesday,0.02,0.04,0.02,0.01,0.02,"2,550","31,875",Late Night
DUNYA NEWS,03:30 - 04:00,Thursday,0.07,0.14,0.09,0.08,0.06,"2,550","9,107",Late Night
DUNYA NEWS,03:30 - 04:00,Friday,0.01,0,0.01,0.01,0.01,"2,550",0,Late Night
DUNYA NEWS,03:30 - 04:00,Saturday,0.01,0.04,0.01,0.01,0.01,"2,550","31,875",Late Night
DUNYA NEWS,04:00 - 04:30,Sunday,0.01,0.01,0,0,0.01,"2,550","127,500",Late Night
DUNYA NEWS,04:00 - 04:30,Monday,0.02,0.03,0.02,0.01,0.03,"2,550","42,500",Late Night
DUNYA NEWS,04:00 - 04:30,Tuesday,0.01,0.04,0.01,0.01,0.02,"2,550","31,875",Late Night
DUNYA NEWS,04:00 - 04:30,Wednesday,0.02,0.06,0.03,0.02,0.03,"2,550","21,250",Late Night
DUNYA NEWS,04:00 - 04:30,Thursday,0.07,0.13,0.09,0.07,0.08,"2,550","9,808",Late Night
DUNYA NEWS,04:00 - 04:30,Friday,0.01,0.01,0.02,0.02,0,"2,550","127,500",Late Night
DUNYA NEWS,04:00 - 04:30,Saturday,0.01,0.03,0.01,0.01,0.01,"2,550","42,500",Late Night
DUNYA NEWS,04:30 - 05:00,Sunday,0,0.01,0,0,0.01,"2,550","127,500",Late Night
DUNYA NEWS,04:30 - 05:00,Monday,0.02,0.03,0.02,0.01,0.02,"2,550","42,500",Late Night
DUNYA NEWS,04:30 - 05:00,Tuesday,0.01,0.01,0.01,0.01,0.01,"2,550","127,500",Late Night
DUNYA NEWS,04:30 - 05:00,Wednesday,0.02,0.05,0.02,0.02,0.02,"2,550","25,500",Late Night
DUNYA NEWS,04:30 - 05:00,Thursday,0.07,0.14,0.09,0.07,0.08,"2,550","9,107",Late Night
DUNYA NEWS,04:30 - 05:00,Friday,0.02,0.01,0.02,0.03,0,"2,550","127,500",Late Night
DUNYA NEWS,04:30 - 05:00,Saturday,0.01,0.03,0.01,0,0.01,"2,550","42,500",Late Night
DUNYA NEWS,05:00 - 05:30,Sunday,0.01,0.01,0.01,0.01,0.01,"2,550","127,500",Late Night
DUNYA NEWS,05:00 - 05:30,Monday,0.02,0.03,0.03,0.02,0.03,"2,550","42,500",Late Night
DUNYA NEWS,05:00 - 05:30,Tuesday,0,0,0,0,0,"2,550",0,Late Night
DUNYA NEWS,05:00 - 05:30,Wednesday,0.01,0.03,0.01,0.01,0.01,"2,550","42,500",Late Night
DUNYA NEWS,05:00 - 05:30,Thursday,0.08,0.2,0.09,0.06,0.09,"2,550","6,375",Late Night
DUNYA NEWS,05:00 - 05:30,Friday,0.02,0.02,0.02,0.03,0,"2,550","63,750",Late Night
DUNYA NEWS,05:00 - 05:30,Saturday,0.02,0.04,0.02,0.01,0.02,"2,550","31,875",Late Night
DUNYA NEWS,05:30 - 06:00,Sunday,0.01,0.01,0.01,0.01,0.01,"2,550","127,500",Late Night
DUNYA NEWS,05:30 - 06:00,Monday,0,0,0,0,0,"2,550",0,Late Night
DUNYA NEWS,05:30 - 06:00,Tuesday,0,0,0.01,0.01,0,"2,550",0,Late Night
DUNYA NEWS,05:30 - 06:00,Wednesday,0.01,0.02,0.01,0,0.01,"2,550","63,750",Late Night
DUNYA NEWS,05:30 - 06:00,Thursday,0.03,0.05,0.03,0.03,0.04,"2,550","25,500",Late Night
DUNYA NEWS,05:30 - 06:00,Friday,0.01,0,0.01,0.01,0.01,"2,550",0,Late Night
DUNYA NEWS,05:30 - 06:00,Saturday,0.02,0.02,0.02,0.03,0.01,"2,550","63,750",Late Night
DUNYA NEWS,06:00 - 06:30,Sunday,0.02,0.02,0.02,0.02,0.01,"2,550","63,750",Early Morning
DUNYA NEWS,06:00 - 06:30,Monday,0.02,0.01,0.02,0.02,0.03,"2,550","127,500",Early Morning
DUNYA NEWS,06:00 - 06:30,Tuesday,0.01,0.03,0.01,0.01,0.01,"2,550","42,500",Early Morning
DUNYA NEWS,06:00 - 06:30,Wednesday,0.02,0.05,0.02,0.02,0.03,"2,550","25,500",Early Morning
DUNYA NEWS,06:00 - 06:30,Thursday,0.02,0.03,0.02,0.01,0.03,"2,550","42,500",Early Morning
DUNYA NEWS,06:00 - 06:30,Friday,0.03,0.06,0.03,0.03,0.03,"2,550","21,250",Early Morning
DUNYA NEWS,06:00 - 06:30,Saturday,0,0.01,0,0,0.01,"2,550","127,500",Early Morning
DUNYA NEWS,06:30 - 07:00,Sunday,0.04,0.05,0.05,0.05,0.04,"2,550","25,500",Early Morning
DUNYA NEWS,06:30 - 07:00,Monday,0.07,0.08,0.07,0.05,0.09,"2,550","15,938",Early Morning
DUNYA NEWS,06:30 - 07:00,Tuesday,0.04,0.06,0.04,0.03,0.06,"2,550","21,250",Early Morning
DUNYA NEWS,06:30 - 07:00,Wednesday,0.08,0.08,0.08,0.08,0.09,"2,550","15,938",Early Morning
DUNYA NEWS,06:30 - 07:00,Thursday,0.05,0.06,0.04,0.04,0.07,"2,550","21,250",Early Morning
DUNYA NEWS,06:30 - 07:00,Friday,0.04,0.11,0.04,0.03,0.05,"2,550","11,591",Early Morning
DUNYA NEWS,06:30 - 07:00,Saturday,0.03,0,0.03,0.03,0.03,"2,550",0,Early Morning
DUNYA NEWS,07:00 - 07:30,Sunday,0.09,0.12,0.1,0.09,0.09,0,0,Early Morning
DUNYA NEWS,07:00 - 07:30,Monday,0.11,0.19,0.1,0.09,0.13,0,0,Early Morning
DUNYA NEWS,07:00 - 07:30,Tuesday,0.13,0.27,0.14,0.09,0.17,0,0,Early Morning
DUNYA NEWS,07:00 - 07:30,Wednesday,0.11,0.13,0.1,0.1,0.11,0,0,Early Morning
DUNYA NEWS,07:00 - 07:30,Thursday,0.18,0.19,0.18,0.17,0.2,0,0,Early Morning
DUNYA NEWS,07:00 - 07:30,Friday,0.13,0.34,0.15,0.12,0.15,0,0,Early Morning
DUNYA NEWS,07:00 - 07:30,Saturday,0.09,0.15,0.1,0.07,0.11,0,0,Early Morning
DUNYA NEWS,07:30 - 08:00,Sunday,0.1,0.19,0.11,0.08,0.12,0,0,Early Morning
DUNYA NEWS,07:30 - 08:00,Monday,0.17,0.26,0.15,0.14,0.2,0,0,Early Morning
DUNYA NEWS,07:30 - 08:00,Tuesday,0.24,0.4,0.26,0.19,0.29,0,0,Early Morning
DUNYA NEWS,07:30 - 08:00,Wednesday,0.12,0.16,0.1,0.11,0.12,0,0,Early Morning
DUNYA NEWS,07:30 - 08:00,Thursday,0.28,0.35,0.27,0.25,0.31,0,0,Early Morning
DUNYA NEWS,07:30 - 08:00,Friday,0.25,0.46,0.28,0.22,0.27,0,0,Early Morning
DUNYA NEWS,07:30 - 08:00,Saturday,0.11,0.17,0.11,0.09,0.12,0,0,Early Morning
DUNYA NEWS,08:00 - 08:30,Sunday,0.09,0.18,0.1,0.09,0.1,"5,525","15,347",Morning Time
DUNYA NEWS,08:00 - 08:30,Monday,0.16,0.17,0.14,0.15,0.17,"5,525","16,250",Morning Time
DUNYA NEWS,08:00 - 08:30,Tuesday,0.2,0.44,0.22,0.16,0.23,"5,525","6,278",Morning Time
DUNYA NEWS,08:00 - 08:30,Wednesday,0.13,0.12,0.12,0.13,0.13,"5,525","23,021",Morning Time
DUNYA NEWS,08:00 - 08:30,Thursday,0.21,0.31,0.21,0.16,0.26,"5,525","8,911",Morning Time
DUNYA NEWS,08:00 - 08:30,Friday,0.19,0.24,0.18,0.16,0.22,"5,525","11,510",Morning Time
DUNYA NEWS,08:00 - 08:30,Saturday,0.1,0.24,0.1,0.07,0.14,"5,525","11,510",Morning Time
DUNYA NEWS,08:30 - 09:00,Sunday,0.14,0.31,0.15,0.12,0.16,"5,525","8,911",Morning Time
DUNYA NEWS,08:30 - 09:00,Monday,0.22,0.24,0.2,0.19,0.25,"5,525","11,510",Morning Time
DUNYA NEWS,08:30 - 09:00,Tuesday,0.23,0.46,0.24,0.19,0.27,"5,525","6,005",Morning Time
DUNYA NEWS,08:30 - 09:00,Wednesday,0.18,0.25,0.18,0.16,0.21,"5,525","11,050",Morning Time
DUNYA NEWS,08:30 - 09:00,Thursday,0.25,0.33,0.25,0.19,0.32,"5,525","8,371",Morning Time
DUNYA NEWS,08:30 - 09:00,Friday,0.29,0.33,0.32,0.25,0.34,"5,525","8,371",Morning Time
DUNYA NEWS,08:30 - 09:00,Saturday,0.17,0.35,0.19,0.13,0.21,"5,525","7,893",Morning Time
DUNYA NEWS,09:00 - 09:30,Sunday,0.27,0.52,0.26,0.22,0.32,"9,500","9,135",Morning Time
DUNYA NEWS,09:00 - 09:30,Monday,0.34,0.44,0.33,0.28,0.4,"9,500","10,795",Morning Time
DUNYA NEWS,09:00 - 09:30,Tuesday,0.36,0.69,0.36,0.29,0.43,"9,500","6,884",Morning Time
DUNYA NEWS,09:00 - 09:30,Wednesday,0.3,0.38,0.29,0.27,0.32,"9,500","12,500",Morning Time
DUNYA NEWS,09:00 - 09:30,Thursday,0.42,0.38,0.4,0.34,0.5,"9,500","12,500",Morning Time
DUNYA NEWS,09:00 - 09:30,Friday,0.33,0.41,0.35,0.27,0.4,"9,500","11,585",Morning Time
DUNYA NEWS,09:00 - 09:30,Saturday,0.28,0.66,0.3,0.25,0.31,"9,500","7,197",Morning Time
DUNYA NEWS,09:30 - 10:00,Sunday,0.37,0.63,0.36,0.29,0.45,"9,500","7,540",Morning Time
DUNYA NEWS,09:30 - 10:00,Monday,0.38,0.42,0.39,0.32,0.43,"9,500","11,310",Morning Time
DUNYA NEWS,09:30 - 10:00,Tuesday,0.34,0.72,0.34,0.27,0.42,"9,500","6,597",Morning Time
DUNYA NEWS,09:30 - 10:00,Wednesday,0.33,0.53,0.34,0.3,0.37,"9,500","8,962",Morning Time
DUNYA NEWS,09:30 - 10:00,Thursday,0.45,0.53,0.41,0.38,0.53,"9,500","8,962",Morning Time
DUNYA NEWS,09:30 - 10:00,Friday,0.3,0.5,0.31,0.25,0.36,"9,500","9,500",Morning Time
DUNYA NEWS,09:30 - 10:00,Saturday,0.31,0.74,0.33,0.27,0.36,"9,500","6,419",Morning Time
DUNYA NEWS,10:00 - 10:30,Sunday,0.37,0.54,0.34,0.29,0.45,"9,500","8,796",Morning Time
DUNYA NEWS,10:00 - 10:30,Monday,0.34,0.39,0.33,0.29,0.4,"9,500","12,179",Morning Time
DUNYA NEWS,10:00 - 10:30,Tuesday,0.32,0.4,0.31,0.26,0.38,"9,500","11,875",Morning Time
DUNYA NEWS,10:00 - 10:30,Wednesday,0.34,0.43,0.35,0.29,0.4,"9,500","11,047",Morning Time
DUNYA NEWS,10:00 - 10:30,Thursday,0.46,0.73,0.45,0.37,0.56,"9,500","6,507",Morning Time
DUNYA NEWS,10:00 - 10:30,Friday,0.4,0.58,0.42,0.32,0.47,"9,500","8,190",Morning Time
DUNYA NEWS,10:00 - 10:30,Saturday,0.4,0.7,0.42,0.37,0.43,"9,500","6,786",Morning Time
DUNYA NEWS,10:30 - 11:00,Sunday,0.32,0.49,0.3,0.25,0.4,"9,500","9,694",Morning Time
DUNYA NEWS,10:30 - 11:00,Monday,0.24,0.24,0.23,0.21,0.26,"9,500","19,792",Morning Time
DUNYA NEWS,10:30 - 11:00,Tuesday,0.3,0.49,0.29,0.25,0.34,"9,500","9,694",Morning Time
DUNYA NEWS,10:30 - 11:00,Wednesday,0.29,0.47,0.28,0.21,0.37,"9,500","10,106",Morning Time
DUNYA NEWS,10:30 - 11:00,Thursday,0.39,0.64,0.37,0.29,0.48,"9,500","7,422",Morning Time
DUNYA NEWS,10:30 - 11:00,Friday,0.34,0.46,0.35,0.28,0.4,"9,500","10,326",Morning Time
DUNYA NEWS,10:30 - 11:00,Saturday,0.36,0.68,0.39,0.32,0.41,"9,500","6,985",Morning Time
DUNYA NEWS,11:00 - 11:30,Sunday,0.24,0.29,0.24,0.2,0.28,"9,500","16,379",Morning Time
DUNYA NEWS,11:00 - 11:30,Monday,0.18,0.23,0.18,0.18,0.18,"9,500","20,652",Morning Time
DUNYA NEWS,11:00 - 11:30,Tuesday,0.24,0.32,0.23,0.21,0.26,"9,500","14,844",Morning Time
DUNYA NEWS,11:00 - 11:30,Wednesday,0.28,0.49,0.28,0.22,0.35,"9,500","9,694",Morning Time
DUNYA NEWS,11:00 - 11:30,Thursday,0.23,0.49,0.25,0.17,0.29,"9,500","9,694",Morning Time
DUNYA NEWS,11:00 - 11:30,Friday,0.27,0.3,0.29,0.26,0.29,"9,500","15,833",Morning Time
DUNYA NEWS,11:00 - 11:30,Saturday,0.32,0.63,0.34,0.29,0.35,"9,500","7,540",Morning Time
DUNYA NEWS,11:30 - 12:00,Sunday,0.26,0.5,0.28,0.21,0.3,"9,500","9,500",Morning Time
DUNYA NEWS,11:30 - 12:00,Monday,0.17,0.27,0.19,0.17,0.16,"9,500","17,593",Morning Time
DUNYA NEWS,11:30 - 12:00,Tuesday,0.19,0.22,0.2,0.18,0.2,"9,500","21,591",Morning Time
DUNYA NEWS,11:30 - 12:00,Wednesday,0.27,0.46,0.28,0.25,0.3,"9,500","10,326",Morning Time
DUNYA NEWS,11:30 - 12:00,Thursday,0.16,0.34,0.16,0.11,0.22,"9,500","13,971",Morning Time
DUNYA NEWS,11:30 - 12:00,Friday,0.18,0.18,0.2,0.17,0.19,"9,500","26,389",Morning Time
DUNYA NEWS,11:30 - 12:00,Saturday,0.22,0.45,0.22,0.19,0.25,"9,500","10,556",Morning Time
DUNYA NEWS,12:00 - 12:30,Sunday,0.3,0.6,0.33,0.21,0.39,"9,500","7,917",Afternoon
DUNYA NEWS,12:00 - 12:30,Monday,0.2,0.24,0.2,0.21,0.18,"9,500","19,792",Afternoon
DUNYA NEWS,12:00 - 12:30,Tuesday,0.25,0.4,0.27,0.21,0.29,"9,500","11,875",Afternoon
DUNYA NEWS,12:00 - 12:30,Wednesday,0.25,0.48,0.26,0.21,0.3,"9,500","9,896",Afternoon
DUNYA NEWS,12:00 - 12:30,Thursday,0.19,0.35,0.18,0.14,0.25,"9,500","13,571",Afternoon
DUNYA NEWS,12:00 - 12:30,Friday,0.21,0.44,0.21,0.17,0.26,"9,500","10,795",Afternoon
DUNYA NEWS,12:00 - 12:30,Saturday,0.22,0.58,0.21,0.17,0.26,"9,500","8,190",Afternoon
DUNYA NEWS,12:30 - 13:00,Sunday,0.29,0.52,0.32,0.21,0.38,"9,500","9,135",Afternoon
DUNYA NEWS,12:30 - 13:00,Monday,0.19,0.26,0.18,0.17,0.2,"9,500","18,269",Afternoon
DUNYA NEWS,12:30 - 13:00,Tuesday,0.19,0.34,0.19,0.17,0.2,"9,500","13,971",Afternoon
DUNYA NEWS,12:30 - 13:00,Wednesday,0.2,0.36,0.2,0.17,0.24,"9,500","13,194",Afternoon
DUNYA NEWS,12:30 - 13:00,Thursday,0.19,0.32,0.18,0.14,0.24,"9,500","14,844",Afternoon
DUNYA NEWS,12:30 - 13:00,Friday,0.27,0.46,0.28,0.2,0.34,"9,500","10,326",Afternoon
DUNYA NEWS,12:30 - 13:00,Saturday,0.23,0.63,0.27,0.16,0.3,"9,500","7,540",Afternoon
DUNYA NEWS,13:00 - 13:30,Sunday,0.29,0.4,0.3,0.23,0.35,"9,500","11,875",Afternoon
DUNYA NEWS,13:00 - 13:30,Monday,0.2,0.29,0.19,0.17,0.22,"9,500","16,379",Afternoon
DUNYA NEWS,13:00 - 13:30,Tuesday,0.19,0.24,0.17,0.17,0.2,"9,500","19,792",Afternoon
DUNYA NEWS,13:00 - 13:30,Wednesday,0.13,0.23,0.11,0.11,0.15,"9,500","20,652",Afternoon
DUNYA NEWS,13:00 - 13:30,Thursday,0.22,0.33,0.22,0.19,0.26,"9,500","14,394",Afternoon
DUNYA NEWS,13:00 - 13:30,Friday,0.19,0.38,0.19,0.17,0.21,"9,500","12,500",Afternoon
DUNYA NEWS,13:00 - 13:30,Saturday,0.23,0.52,0.26,0.19,0.27,"9,500","9,135",Afternoon
DUNYA NEWS,13:30 - 14:00,Sunday,0.27,0.38,0.32,0.23,0.32,"9,500","12,500",Afternoon
DUNYA NEWS,13:30 - 14:00,Monday,0.26,0.59,0.29,0.19,0.34,"9,500","8,051",Afternoon
DUNYA NEWS,13:30 - 14:00,Tuesday,0.18,0.32,0.18,0.16,0.21,"9,500","14,844",Afternoon
DUNYA NEWS,13:30 - 14:00,Wednesday,0.12,0.24,0.11,0.09,0.16,"9,500","19,792",Afternoon
DUNYA NEWS,13:30 - 14:00,Thursday,0.24,0.31,0.25,0.17,0.31,"9,500","15,323",Afternoon
DUNYA NEWS,13:30 - 14:00,Friday,0.23,0.4,0.24,0.22,0.25,"9,500","11,875",Afternoon
DUNYA NEWS,13:30 - 14:00,Saturday,0.32,0.61,0.37,0.26,0.39,"9,500","7,787",Afternoon
DUNYA NEWS,14:00 - 14:30,Sunday,0.21,0.22,0.23,0.21,0.21,"9,500","21,591",Afternoon
DUNYA NEWS,14:00 - 14:30,Monday,0.26,0.48,0.26,0.21,0.3,"9,500","9,896",Afternoon
DUNYA NEWS,14:00 - 14:30,Tuesday,0.23,0.34,0.24,0.22,0.25,"9,500","13,971",Afternoon
DUNYA NEWS,14:00 - 14:30,Wednesday,0.17,0.42,0.19,0.14,0.21,"9,500","11,310",Afternoon
DUNYA NEWS,14:00 - 14:30,Thursday,0.21,0.19,0.19,0.16,0.26,"9,500","25,000",Afternoon
DUNYA NEWS,14:00 - 14:30,Friday,0.31,0.55,0.33,0.25,0.36,"9,500","8,636",Afternoon
DUNYA NEWS,14:00 - 14:30,Saturday,0.36,0.79,0.4,0.3,0.42,"9,500","6,013",Afternoon
DUNYA NEWS,14:30 - 15:00,Sunday,0.23,0.38,0.22,0.21,0.26,"9,500","12,500",Afternoon
DUNYA NEWS,14:30 - 15:00,Monday,0.22,0.41,0.22,0.17,0.26,"9,500","11,585",Afternoon
DUNYA NEWS,14:30 - 15:00,Tuesday,0.22,0.31,0.23,0.19,0.24,"9,500","15,323",Afternoon
DUNYA NEWS,14:30 - 15:00,Wednesday,0.19,0.42,0.2,0.15,0.23,"9,500","11,310",Afternoon
DUNYA NEWS,14:30 - 15:00,Thursday,0.18,0.21,0.18,0.15,0.21,"9,500","22,619",Afternoon
DUNYA NEWS,14:30 - 15:00,Friday,0.22,0.43,0.24,0.19,0.25,"9,500","11,047",Afternoon
DUNYA NEWS,14:30 - 15:00,Saturday,0.29,0.6,0.31,0.24,0.34,"9,500","7,917",Afternoon
DUNYA NEWS,15:00 - 15:30,Sunday,0.28,0.46,0.28,0.25,0.32,"9,500","10,326",Afternoon
DUNYA NEWS,15:00 - 15:30,Monday,0.2,0.32,0.2,0.16,0.24,"9,500","14,844",Afternoon
DUNYA NEWS,15:00 - 15:30,Tuesday,0.19,0.29,0.2,0.16,0.22,"9,500","16,379",Afternoon
DUNYA NEWS,15:00 - 15:30,Wednesday,0.17,0.34,0.18,0.13,0.22,"9,500","13,971",Afternoon
DUNYA NEWS,15:00 - 15:30,Thursday,0.13,0.1,0.11,0.09,0.18,"9,500","47,500",Afternoon
DUNYA NEWS,15:00 - 15:30,Friday,0.23,0.37,0.22,0.19,0.26,"9,500","12,838",Afternoon
DUNYA NEWS,15:00 - 15:30,Saturday,0.27,0.53,0.27,0.25,0.29,"9,500","8,962",Afternoon
DUNYA NEWS,15:30 - 16:00,Sunday,0.24,0.33,0.23,0.22,0.26,"9,500","14,394",Afternoon
DUNYA NEWS,15:30 - 16:00,Monday,0.17,0.21,0.16,0.16,0.19,"9,500","22,619",Afternoon
